Width	Heigh	Diameter	Season	Manufacturer
104	11	36	1	203
1	8	23	4	26
32	21	31	4	112
48	32	40	3	159
117	5	19	4	3
119	10	18	1	181
38	14	22	3	118
56	14	33	4	30
138	30	15	3	150
69	14	12	3	50
146	2	10	1	18
12	16	41	1	94
12	2	41	2	183
28	35	9	1	189
142	13	32	4	120
132	8	35	1	201
109	21	15	1	140
64	14	6	4	83
84	19	38	4	174
106	6	41	4	78
114	1	31	3	67
108	9	3	1	51
10	16	32	3	160
84	7	41	3	126
43	38	27	4	30
102	16	41	4	112
145	20	25	2	119
19	17	14	1	183
123	27	13	3	156
151	28	18	1	153
82	11	20	2	31
28	30	2	4	66
122	5	11	1	146
35	18	10	2	140
55	5	20	2	55
66	14	9	4	148
107	3	10	3	167
93	2	25	3	120
12	16	21	3	200
37	20	7	3	178
105	9	37	2	204
83	12	1	4	206
122	9	27	3	76
25	38	38	1	124
92	2	5	2	99
118	24	22	1	34
38	15	33	4	156
30	12	22	4	72
1	36	10	3	51
63	18	17	4	69
27	25	1	1	83
115	37	25	1	138
18	10	34	2	160
149	12	26	2	58
112	2	34	1	201
147	2	3	3	178
89	23	7	2	115
89	20	14	1	43
55	1	24	2	28
47	32	20	3	61
56	23	9	4	31
9	26	18	3	154
72	9	11	1	178
44	11	10	3	199
150	38	1	1	97
138	3	6	1	163
95	26	28	1	169
96	7	36	1	20
122	29	33	1	59
144	34	30	2	158
126	5	3	3	90
15	23	7	4	106
116	10	20	4	162
123	9	21	3	85
84	16	6	4	138
7	1	7	2	191
45	34	38	4	202
107	15	41	1	159
52	28	34	4	29
112	21	20	3	56
104	19	17	3	106
85	11	4	4	104
113	10	9	2	60
51	30	33	2	198
116	18	15	1	120
129	5	29	2	92
146	23	26	4	176
30	13	12	1	131
42	34	6	2	183
24	33	12	1	192
136	2	16	4	91
125	19	23	2	116
81	32	28	2	50
17	3	37	3	136
53	29	9	2	68
53	14	27	3	191
50	9	10	4	90
61	21	8	4	158
73	8	13	3	61
36	36	32	4	18
113	21	21	4	149
143	1	36	1	138
146	20	38	4	180
150	21	11	2	16
131	10	36	4	204
118	19	35	3	51
20	35	1	3	37
57	12	29	1	174
135	11	1	1	166
83	13	36	2	170
138	10	17	1	184
57	30	3	2	11
144	38	5	2	107
149	36	28	1	203
113	7	7	3	146
130	9	32	3	123
28	21	29	4	170
94	5	38	1	179
8	15	10	4	37
38	33	19	4	178
120	6	18	2	70
33	14	12	4	175
27	27	8	4	98
38	20	4	4	165
125	37	37	1	189
121	19	9	1	125
67	24	29	4	148
34	18	34	3	69
107	35	9	1	166
9	33	2	1	148
95	24	6	1	176
87	11	33	1	203
114	12	37	3	2
11	8	35	4	77
16	31	27	2	121
42	12	33	4	192
109	36	14	1	183
104	23	21	2	190
33	1	16	3	3
51	16	23	2	23
80	18	23	4	157
24	21	14	4	126
33	24	2	2	24
94	4	18	2	148
124	4	8	4	91
48	16	21	4	13
106	1	7	1	131
65	20	28	3	76
51	33	39	2	116
150	15	11	2	132
1	5	33	2	79
101	22	28	2	188
61	1	41	1	189
114	22	30	2	191
64	26	26	4	111
114	5	23	4	186
133	34	5	3	117
75	18	12	4	165
85	33	10	4	43
19	7	33	2	40
150	18	32	3	143
92	17	41	4	128
114	5	6	3	110
23	12	4	4	127
7	28	37	1	130
137	15	12	4	2
67	11	41	3	130
72	8	32	2	183
39	36	17	1	96
108	31	15	3	46
100	22	34	2	65
121	11	26	4	41
86	36	22	1	25
1	1	6	3	163
65	11	24	2	24
63	13	27	2	89
116	37	38	4	96
30	21	6	1	121
3	15	34	4	111
11	7	27	4	135
125	7	8	3	183
26	3	7	3	190
108	12	35	3	125
55	3	28	2	156
36	38	11	1	194
119	25	31	1	108
37	5	18	3	103
7	38	31	3	139
44	1	17	3	48
3	28	39	1	78
47	21	5	4	143
84	26	41	2	95
34	15	2	4	15
13	2	20	4	124
67	37	7	3	143
28	13	20	1	101
29	2	41	2	30
44	1	21	3	173
47	28	3	2	14
52	35	20	4	102
56	12	28	2	204
14	27	38	2	133
108	19	20	1	87
18	37	27	2	190
51	34	28	3	55
25	1	35	2	4
133	32	18	1	155
10	12	32	4	89
66	22	10	3	163
152	30	39	1	18
69	30	10	4	185
102	4	41	4	126
130	20	35	3	34
24	5	18	4	187
88	27	33	3	136
101	25	31	4	130
19	25	16	1	66
147	22	31	3	84
8	26	6	1	114
5	29	10	1	64
8	12	14	3	190
124	12	35	1	17
118	30	2	2	125
20	29	4	4	131
14	14	18	3	59
38	18	9	1	41
83	25	22	3	30
13	24	32	2	59
38	25	13	2	33
57	10	16	1	178
27	38	8	4	205
60	1	5	2	20
44	24	11	3	153
15	13	31	4	39
135	16	36	3	163
63	35	15	4	162
116	19	22	2	192
61	24	24	3	39
106	18	26	1	32
10	19	7	3	103
41	6	36	4	68
99	10	35	2	38
131	23	21	1	165
64	5	5	1	189
109	6	13	4	130
151	18	7	2	91
114	22	7	1	160
68	27	29	1	56
134	1	36	1	89
7	4	38	2	54
138	20	11	3	203
25	23	20	1	112
88	38	14	3	168
86	33	17	3	57
2	10	33	2	204
44	4	39	2	118
102	23	13	4	71
116	5	2	2	30
114	33	32	1	69
112	13	22	3	89
33	20	35	4	183
54	21	2	2	205
95	5	5	1	158
16	8	16	4	12
138	4	4	1	39
91	20	36	4	177
51	19	34	2	118
78	33	25	2	87
23	34	24	1	96
13	26	22	2	165
36	14	29	3	90
86	17	29	4	193
22	13	40	1	18
132	14	37	3	66
97	20	4	2	94
138	16	7	2	128
57	2	7	3	194
20	21	25	2	205
46	30	24	2	86
110	19	27	3	131
68	8	3	2	11
103	33	38	2	136
109	25	34	3	131
146	5	25	2	98
87	21	7	4	190
1	37	16	2	115
119	22	32	2	127
33	15	25	3	158
23	36	28	4	108
108	34	7	3	34
29	14	10	1	11
97	32	5	3	97
137	26	41	2	27
64	12	21	3	132
56	7	2	3	39
26	31	13	4	52
30	4	24	2	118
67	5	22	2	181
144	22	1	4	169
23	27	39	4	57
32	28	28	1	166
47	28	26	1	71
9	14	5	3	78
70	15	12	1	204
50	35	31	1	78
145	10	33	3	173
11	15	14	2	133
110	22	20	2	151
76	18	38	3	100
51	33	25	1	165
48	9	19	4	193
103	8	34	3	171
92	7	17	1	119
140	30	5	1	64
136	20	26	3	2
25	23	25	4	49
56	28	15	3	126
97	32	16	2	76
100	1	36	3	131
44	2	21	4	176
42	20	20	1	100
99	8	14	2	116
20	18	31	4	89
24	35	34	3	89
42	2	41	3	1
36	3	12	2	179
78	1	8	3	174
127	16	20	4	108
3	16	17	4	98
75	29	7	3	138
134	8	9	1	116
100	8	1	3	111
8	2	26	2	62
142	2	30	4	195
2	2	14	3	193
76	18	37	2	80
6	33	35	2	162
36	12	13	1	151
118	27	32	3	164
151	7	41	1	161
87	20	6	2	31
9	3	8	4	92
63	35	36	2	112
10	20	19	1	205
3	26	26	3	184
108	18	28	1	112
69	10	33	2	181
118	25	36	1	193
68	32	27	4	181
32	24	25	2	195
147	16	31	4	90
2	24	11	1	170
141	3	12	3	187
112	29	39	2	125
57	26	8	1	139
84	5	39	3	180
65	36	25	4	172
129	11	17	4	141
120	5	24	4	204
100	5	16	3	198
72	26	23	4	163
80	5	11	3	51
139	28	25	4	198
151	10	23	4	42
135	38	33	3	102
90	9	29	4	16
75	17	14	4	61
146	35	34	4	166
19	3	27	3	102
58	37	36	4	131
83	37	25	1	82
31	5	26	3	108
33	10	41	2	77
59	4	18	2	39
85	38	17	2	75
140	20	3	4	13
42	6	9	2	95
123	16	17	2	37
94	28	38	4	47
56	19	30	1	203
124	4	37	4	34
26	13	28	4	170
73	30	10	3	135
88	5	2	4	195
53	11	41	3	126
43	20	8	4	188
41	27	26	3	100
151	11	9	4	138
85	32	26	1	145
53	9	24	3	63
65	11	13	2	187
81	23	20	4	35
98	38	15	2	184
101	13	12	2	76
73	2	26	1	101
59	14	7	4	95
9	15	3	3	24
63	35	22	1	22
95	3	1	2	109
57	19	28	2	186
98	10	38	3	36
5	6	10	1	170
114	32	11	4	189
43	21	23	4	66
149	19	37	2	46
81	8	8	3	122
91	22	3	4	156
113	24	4	3	73
31	6	12	3	79
22	20	12	3	12
24	13	14	3	131
51	28	37	1	167
74	1	27	4	191
106	25	39	1	123
60	8	3	2	62
117	4	26	3	9
79	29	35	1	71
82	6	3	3	144
38	37	31	1	200
37	12	7	2	54
61	22	36	4	174
40	15	39	3	53
100	10	29	1	112
106	35	40	4	150
109	21	18	1	94
17	16	19	3	202
17	18	5	4	1
80	25	32	1	35
112	31	15	1	144
99	25	38	4	160
19	8	20	2	184
117	31	1	2	118
12	6	29	3	58
123	38	32	3	163
2	11	39	3	108
26	10	3	3	200
29	3	1	2	54
118	25	40	1	198
7	37	36	2	5
130	37	37	2	207
8	14	36	4	25
150	24	9	1	169
147	38	11	3	56
83	4	4	1	139
125	15	24	3	82
74	27	23	4	126
132	6	19	2	101
126	38	39	3	175
125	4	26	1	176
51	1	3	3	75
60	27	27	4	182
19	22	8	3	207
98	31	26	4	145
143	17	20	4	44
28	17	41	3	165
7	18	24	4	137
75	1	28	2	175
121	30	31	2	146
58	14	19	3	125
37	28	4	3	104
138	16	21	4	112
70	28	37	1	99
34	17	35	1	134
148	3	33	1	166
21	24	28	4	16
17	18	23	3	198
85	18	28	3	183
79	38	19	3	176
134	19	32	3	80
93	14	40	4	79
68	5	32	3	152
33	23	16	4	33
42	17	20	1	175
103	22	5	1	134
49	17	5	4	5
86	8	16	3	116
72	13	25	1	111
17	34	41	4	83
152	24	24	3	131
116	19	14	3	70
23	17	5	4	32
131	30	23	4	157
52	3	31	4	174
9	36	14	3	127
137	2	3	1	127
31	6	2	2	152
45	25	37	4	67
103	35	23	3	196
74	16	36	2	111
96	28	12	4	171
122	30	33	4	107
74	19	2	1	41
72	3	19	1	176
122	13	8	3	159
65	21	7	1	52
121	1	11	1	178
24	24	11	3	180
121	5	27	1	27
141	34	11	4	149
138	19	26	4	154
61	2	30	3	31
11	34	15	2	182
67	35	12	1	110
90	33	39	1	162
5	8	40	4	178
76	33	25	2	28
34	10	34	2	171
43	33	2	4	91
63	29	35	4	166
61	36	7	4	120
100	12	17	2	142
33	32	31	3	107
85	5	3	2	117
144	1	23	2	57
71	28	40	2	155
125	23	39	4	118
138	31	35	3	127
21	25	9	2	25
90	29	5	3	169
51	9	15	4	172
26	37	35	3	117
9	2	29	4	186
60	22	10	4	160
21	31	35	3	109
128	5	12	4	190
67	32	15	4	45
88	32	26	4	133
97	6	27	1	135
94	13	31	1	187
105	11	28	2	133
105	14	29	3	167
105	20	30	1	135
135	32	33	2	164
10	3	22	3	22
89	18	17	2	29
53	5	21	2	183
55	33	9	3	88
90	20	27	3	185
138	36	38	2	54
129	33	39	4	72
101	15	2	1	112
49	6	14	2	134
120	38	23	3	68
56	9	17	4	94
96	33	5	1	61
113	9	29	4	81
109	2	21	4	51
29	1	10	1	200
121	14	34	1	17
64	2	11	2	14
119	24	20	2	17
79	36	26	4	12
83	5	33	1	21
25	30	5	3	126
149	28	13	4	10
70	17	29	1	80
38	26	9	2	2
114	30	22	2	43
25	18	22	4	108
67	17	11	4	33
67	27	40	1	111
145	25	13	1	203
10	8	41	1	181
107	6	20	1	113
67	23	9	2	117
42	33	21	1	149
50	21	18	4	111
108	20	15	2	81
103	10	36	4	175
73	4	1	2	117
22	24	7	4	64
31	14	36	1	73
69	19	13	3	160
41	19	7	1	203
146	11	3	3	61
30	16	16	1	189
109	27	19	2	133
42	23	11	4	142
4	13	18	2	53
34	17	29	1	42
50	20	11	3	63
140	27	26	2	198
80	26	1	1	207
94	1	36	4	181
51	13	27	4	175
7	12	7	1	44
131	8	23	3	35
64	22	10	2	143
88	9	5	1	118
7	2	30	2	89
59	3	30	4	135
42	13	37	3	79
42	16	10	3	140
143	7	20	1	160
90	10	24	4	168
27	11	24	2	94
10	5	32	2	94
138	14	14	4	197
85	15	8	3	112
139	13	16	1	97
27	2	5	2	62
56	37	21	2	67
107	5	32	3	77
103	10	3	3	45
114	32	25	1	33
34	14	36	1	73
96	33	39	2	96
90	18	3	1	111
78	33	16	1	195
146	10	5	3	131
58	1	9	4	61
8	19	21	3	164
43	24	15	1	95
6	15	3	4	136
85	12	36	4	35
120	24	36	3	77
27	21	25	4	166
41	16	39	1	81
24	7	33	1	45
142	4	32	1	113
49	5	11	1	92
152	15	11	3	66
83	13	18	3	146
54	11	40	3	119
151	24	27	2	2
141	9	6	3	117
32	15	31	2	72
121	31	30	3	140
150	29	21	2	36
60	2	5	2	134
39	35	6	2	91
33	5	26	4	203
72	10	4	4	14
93	8	6	1	205
25	12	24	2	86
133	12	33	2	105
48	35	24	3	152
116	22	24	3	22
78	19	4	4	107
40	17	24	3	159
69	3	34	4	29
85	16	34	3	103
105	10	26	2	28
97	1	16	3	41
73	37	41	2	178
39	8	15	3	4
31	25	40	3	144
34	38	23	4	34
145	11	33	2	169
97	23	31	1	145
33	23	22	4	91
10	4	8	3	71
56	33	23	3	56
18	17	15	2	56
143	32	4	3	129
55	20	38	3	25
32	7	4	1	136
102	3	2	3	158
61	35	3	1	207
97	26	31	4	194
121	5	30	1	137
18	35	12	2	167
122	11	28	4	61
56	33	12	3	17
114	13	7	2	66
115	16	7	3	160
101	1	18	1	110
135	31	4	3	184
26	37	23	1	123
46	38	38	1	169
118	9	11	3	107
86	3	17	2	114
71	19	20	4	205
20	19	30	3	32
57	18	40	3	183
126	26	5	1	155
4	33	11	4	201
133	37	23	3	74
68	31	34	3	179
134	37	8	4	145
5	19	14	4	181
32	7	33	4	103
40	1	36	2	127
132	5	26	3	82
69	5	9	4	207
140	24	5	1	71
68	1	7	4	202
131	29	14	3	170
53	29	41	3	189
78	8	9	4	135
105	2	41	1	203
112	36	29	1	73
145	22	28	1	90
42	18	8	2	137
104	36	9	1	60
142	10	29	2	14
59	28	4	4	123
128	9	35	4	92
27	35	5	3	194
7	32	15	4	195
124	7	41	1	188
122	9	27	2	199
94	18	34	4	141
8	31	18	2	10
52	19	6	4	151
42	19	16	3	8
134	23	36	3	45
93	29	33	1	138
96	9	16	4	163
86	21	1	4	36
62	1	9	2	59
88	28	15	4	174
131	14	24	3	203
130	1	2	3	87
103	15	2	1	161
152	23	7	3	103
24	13	27	3	12
1	33	9	4	82
23	36	10	1	19
119	10	23	4	25
52	5	25	2	189
146	10	39	3	62
15	8	8	3	182
95	38	31	3	125
123	17	2	2	88
151	18	33	4	103
72	14	14	2	128
116	35	1	4	123
118	28	9	1	81
48	36	32	2	177
132	31	12	1	174
80	3	32	1	124
26	28	6	1	161
8	8	20	3	187
132	5	25	3	189
4	4	12	2	15
10	37	25	1	111
142	23	6	2	194
118	15	15	2	148
131	5	31	3	85
133	10	13	2	83
5	11	17	3	91
57	26	41	4	99
5	8	41	2	207
16	22	21	2	146
141	36	11	1	134
144	13	1	1	131
121	11	18	3	105
7	1	5	3	72
67	9	8	3	193
99	3	32	1	180
12	14	21	4	138
138	25	16	2	180
108	38	1	1	85
35	5	7	2	27
122	19	6	3	38
33	23	22	2	119
134	34	16	1	103
133	32	36	1	58
11	36	16	1	65
139	14	37	4	179
28	37	32	1	157
69	29	40	4	145
76	38	30	1	10
150	8	28	1	47
131	14	15	1	186
16	4	24	2	177
6	34	4	2	85
73	28	19	2	23
20	3	14	4	203
13	5	41	4	162
30	33	3	1	147
140	16	16	1	167
97	8	27	3	195
18	28	37	2	16
6	15	26	4	104
107	20	15	4	106
33	23	41	1	168
32	22	34	3	66
39	30	6	3	106
44	17	32	2	178
103	29	29	1	182
138	33	30	2	81
122	9	36	4	129
112	10	41	4	8
103	30	22	4	48
26	35	17	1	192
102	6	8	2	109
143	26	39	1	175
23	33	38	1	124
42	32	13	2	176
18	20	33	2	184
150	1	33	1	156
32	21	7	3	141
20	33	30	4	175
98	16	26	2	47
108	9	37	3	201
106	35	30	4	111
116	28	9	1	79
61	3	2	3	76
130	22	16	3	172
85	3	1	3	47
31	26	16	2	92
83	18	8	3	89
93	32	9	2	204
24	1	36	2	56
11	26	3	2	207
126	6	11	4	91
136	36	37	1	145
75	19	13	3	133
1	28	1	1	146
103	32	10	2	125
55	6	37	3	153
124	32	9	4	33
132	27	28	3	169
35	11	27	1	141
77	13	10	4	185
129	23	9	4	170
56	4	36	3	176
109	24	30	4	187
144	26	39	4	31
24	30	5	3	207
107	17	27	4	157
4	3	8	3	121
31	36	9	4	173
19	7	1	4	43
71	4	32	3	103
125	14	40	2	23
89	15	25	4	13
133	12	3	1	73
142	30	3	2	90
139	15	1	4	164
147	27	3	2	156
40	11	30	1	10
80	16	10	1	98
57	12	1	2	151
40	25	13	1	201
117	24	32	1	22
38	25	11	3	67
146	23	14	4	161
3	29	30	2	100
68	10	33	4	107
6	32	22	2	165
123	30	27	4	179
79	37	26	4	73
71	23	23	3	111
87	8	11	3	172
4	6	37	3	167
1	28	32	2	164
115	26	16	4	90
143	24	18	3	49
25	9	13	4	176
23	10	15	1	53
114	36	23	3	72
129	9	10	1	17
122	11	27	1	176
107	35	37	4	66
96	14	36	3	141
78	28	13	2	47
125	10	30	4	128
86	17	41	2	142
111	20	6	1	52
84	6	39	4	207
101	32	17	4	173
36	38	38	1	98
62	34	9	4	153
29	31	32	3	38
118	32	15	3	172
30	12	10	1	98
46	14	14	4	149
140	31	19	4	99
126	32	10	2	86
141	19	16	1	84
10	25	12	2	199
114	32	22	3	54
58	31	13	2	32
110	9	15	4	39
85	31	18	2	193
92	12	36	4	173
144	36	17	2	192
129	4	13	4	28
127	30	28	3	147
127	22	18	4	88
151	21	20	1	193
121	18	19	3	67
93	25	27	3	26
89	32	4	2	132
138	1	34	4	190
73	32	20	4	134
62	18	25	3	154
71	8	17	2	100
2	32	1	1	106
114	11	13	1	22
63	4	27	2	41
28	17	13	2	192
8	19	40	4	90
39	7	36	2	86
59	33	10	3	201
11	18	2	4	190
64	21	19	3	152
147	34	23	4	129
93	27	17	1	157
86	31	27	1	181
11	34	21	4	24
23	37	21	2	191
126	3	32	3	45
96	21	23	1	82
2	27	14	1	97
13	18	36	4	131
142	17	24	2	109
108	35	35	1	22
67	8	3	3	207
25	6	37	2	98
46	29	30	4	118
107	30	18	2	183
107	8	22	3	35
127	29	9	2	179
125	12	33	3	94
17	4	37	4	103
31	8	20	2	134
151	10	26	2	24
83	3	6	3	115
46	34	28	2	136
31	17	8	4	171
113	24	22	3	178
54	18	9	3	26
92	18	38	1	82
129	28	8	3	67
98	12	25	1	180
148	21	27	4	185
109	1	5	1	55
36	9	25	3	43
127	28	38	1	170
71	28	36	1	68
118	5	38	1	174
92	14	1	4	7
141	7	31	4	105
5	37	24	4	189
56	21	20	3	127
7	9	8	3	80
91	23	23	1	13
2	1	27	3	165
122	36	26	3	80
19	17	8	2	201
42	9	25	2	25
145	5	15	1	192
43	6	2	3	207
39	13	3	2	129
88	11	40	4	60
106	12	23	3	67
146	12	20	1	72
120	20	20	3	192
79	27	22	4	106
76	37	2	4	124
102	6	33	3	3
134	9	33	1	67
117	21	2	2	44
72	6	21	3	165
109	8	2	2	164
123	2	19	2	59
68	32	6	2	93
38	38	14	4	78
33	8	38	1	63
49	27	36	4	27
124	31	19	2	159
48	33	30	3	72
71	2	17	3	30
152	20	4	4	181
97	19	9	3	6
82	5	1	1	30
103	9	15	2	15
66	17	13	1	44
131	9	12	2	5
12	26	3	2	193
60	16	28	3	94
22	26	5	3	146
107	36	18	3	129
117	20	28	3	170
26	6	20	1	81
13	35	21	2	189
102	21	39	1	171
4	14	33	2	204
57	30	1	2	95
96	13	39	4	90
94	13	23	4	180
131	29	26	2	46
105	7	35	1	193
74	18	32	3	176
91	8	41	4	194
90	6	32	3	81
115	3	1	3	135
120	28	12	2	158
81	15	38	3	110
110	13	30	2	199
102	15	10	1	185
104	32	5	1	74
152	26	36	4	138
72	10	8	1	108
50	29	35	4	141
10	18	2	3	138
6	18	19	3	183
133	8	34	3	133
81	4	20	1	187
71	13	15	1	152
93	7	29	2	119
148	32	27	1	168
142	33	13	2	114
24	5	22	1	166
146	36	1	1	150
16	7	39	2	23
140	36	15	3	204
40	22	31	2	198
81	23	12	2	89
147	33	10	1	25
44	31	21	2	175
142	33	3	3	72
76	23	10	4	68
71	12	9	3	92
65	33	6	3	62
135	19	11	3	167
8	9	35	3	192
7	15	17	4	144
115	24	11	2	8
46	37	8	2	191
65	31	9	3	39
5	36	24	3	180
80	35	27	3	21
116	9	23	3	197
22	11	39	3	179
49	17	39	4	157
105	6	23	2	52
81	6	29	4	40
92	26	17	4	158
45	30	5	1	62
139	24	25	2	109
124	4	35	1	145
98	11	5	1	159
20	16	16	3	92
67	30	37	4	32
105	7	29	1	150
97	12	31	3	160
104	8	38	1	121
134	10	11	2	172
86	6	13	4	207
129	6	41	4	128
149	22	18	1	90
115	19	13	2	159
110	18	38	2	165
80	34	1	1	6
126	24	1	3	32
126	19	37	1	181
51	33	8	1	140
109	36	28	4	197
1	34	22	1	57
151	22	5	4	183
140	4	33	4	147
19	27	38	2	106
70	36	33	2	2
5	30	37	3	195
50	14	21	3	30
68	18	12	3	190
101	10	39	4	132
77	22	37	3	145
37	30	13	4	105
93	9	11	1	195
91	4	39	2	77
95	5	15	2	115
37	12	25	4	172
21	1	7	4	72
122	30	30	3	73
60	10	4	1	125
78	26	36	4	153
1	30	29	2	188
132	1	21	2	9
62	9	22	2	73
9	8	12	1	97
73	2	30	4	190
25	38	13	2	200
51	5	20	4	181
29	29	7	2	13
86	18	30	4	83
110	19	4	3	149
17	8	30	3	115
34	11	32	1	12
40	22	35	2	148
32	25	41	4	180
112	23	21	2	128
109	12	22	1	136
22	24	7	4	66
70	22	28	1	181
8	33	36	2	169
132	30	8	4	204
101	25	22	2	92
41	17	19	1	162
49	15	13	2	71
83	37	8	4	53
83	7	40	3	159
35	13	26	3	85
88	15	26	4	207
18	10	1	2	147
126	1	25	2	119
110	9	33	3	147
105	21	34	4	55
2	9	35	3	61
19	10	27	4	199
45	12	4	2	44
36	26	28	3	184
16	5	37	2	111
56	37	1	4	166
107	30	1	2	126
33	13	22	3	201
6	38	34	1	149
38	15	36	4	189
100	24	2	1	187
22	38	14	4	73
83	19	3	2	147
66	36	35	4	176
120	16	29	4	85
106	8	33	1	89
115	12	19	1	183
100	29	33	2	63
53	31	39	1	15
38	2	16	3	32
30	26	30	4	9
25	7	38	3	195
29	21	4	3	178
67	6	5	4	152
49	19	35	2	65
145	22	9	2	18
113	12	34	4	124
128	26	25	1	161
36	12	26	4	69
80	30	16	2	141
7	3	11	2	155
109	12	40	3	177
16	31	23	3	64
79	1	9	3	41
40	15	6	4	176
81	29	7	1	179
18	22	18	4	29
53	34	39	2	94
80	16	40	3	87
26	6	29	1	64
67	25	2	4	105
124	17	7	3	19
139	30	33	2	195
55	25	7	1	60
83	29	17	3	81
82	32	22	4	186
4	37	14	1	153
84	4	23	4	204
125	5	23	1	138
71	29	27	2	117
145	11	33	4	146
118	27	16	2	177
100	32	40	3	29
103	28	6	4	193
120	24	5	2	43
19	11	14	3	153
96	22	32	1	72
145	38	28	3	54
96	15	30	4	59
108	24	29	2	123
132	36	41	2	73
115	17	15	1	96
11	5	37	1	186
117	19	11	1	155
74	28	27	4	136
106	20	32	3	41
86	8	16	3	131
23	27	27	1	88
96	30	37	3	58
18	18	41	4	39
152	24	39	3	114
72	33	41	4	153
147	20	25	3	52
33	33	37	2	81
39	35	23	2	22
77	36	33	2	111
149	13	41	3	195
52	34	35	3	72
150	32	11	2	66
143	17	30	3	82
129	22	30	3	109
103	33	39	4	173
57	6	23	1	187
113	31	22	3	23
94	31	24	4	3
49	26	38	3	201
22	19	34	3	41
41	36	1	3	89
74	29	30	4	49
119	33	9	4	172
24	15	30	2	151
92	32	34	1	140
27	31	19	4	137
108	34	33	3	79
70	31	27	3	119
29	27	3	4	159
61	13	9	2	199
44	20	25	3	128
76	33	16	2	151
30	11	27	4	95
126	1	20	3	133
68	11	28	4	183
30	34	6	3	83
29	14	4	3	103
94	38	32	3	168
13	29	41	3	98
100	17	2	1	146
73	15	33	4	199
14	20	1	2	58
150	37	4	2	161
53	23	34	1	79
36	25	15	4	106
30	33	37	2	61
57	12	38	2	149
107	29	16	3	52
25	21	35	2	190
123	17	19	4	133
148	25	7	1	127
4	23	3	2	191
93	29	29	4	175
58	28	27	1	174
76	4	24	3	101
72	10	37	2	50
4	12	38	4	10
35	15	32	2	204
97	18	36	4	48
145	6	30	4	165
150	13	30	2	204
51	8	17	4	72
128	7	14	3	146
7	31	30	1	97
6	10	36	4	203
78	38	37	2	188
113	7	41	4	170
50	34	1	1	27
41	10	38	2	109
98	3	2	4	197
145	27	5	4	139
44	22	19	3	182
132	26	1	2	154
8	3	38	4	199
78	18	32	1	131
62	31	3	3	96
52	19	18	3	33
24	35	19	2	188
95	24	39	2	155
8	12	18	4	175
113	38	30	3	82
37	34	23	4	107
119	26	22	4	111
94	19	2	1	195
30	19	17	4	36
25	27	35	2	156
49	27	17	1	98
74	21	5	3	3
54	8	21	2	144
35	3	19	4	87
139	31	7	4	188
68	20	29	4	198
144	1	3	2	106
73	6	5	4	62
18	14	17	1	104
60	31	30	3	40
117	18	22	4	50
55	20	4	1	73
92	38	40	3	191
100	25	22	2	24
140	20	34	2	135
93	6	17	1	114
53	34	38	2	135
6	28	36	3	63
42	22	26	3	33
152	37	7	3	195
42	12	10	2	119
67	17	34	3	93
80	20	23	1	189
134	23	15	2	179
118	38	17	2	160
96	13	18	3	15
74	10	39	3	62
11	2	28	1	165
73	8	35	3	166
31	24	5	4	207
52	17	15	4	62
52	16	2	1	78
69	31	38	4	152
137	28	7	2	138
101	12	7	1	185
127	15	41	4	86
146	34	5	4	185
105	24	29	3	25
22	16	30	1	152
100	23	26	1	123
37	30	18	2	182
128	30	10	2	22
122	25	4	1	79
92	21	38	2	155
91	20	19	4	49
116	12	11	2	163
42	9	12	1	201
99	22	30	2	197
93	1	38	1	199
20	17	38	4	195
40	31	31	2	107
139	31	8	2	183
141	18	39	1	65
29	13	7	2	10
35	33	14	3	78
42	25	36	1	152
70	1	32	2	107
96	16	3	4	195
70	32	23	3	201
110	34	9	4	189
64	30	8	4	79
148	30	8	4	124
144	17	40	3	178
81	22	3	4	140
33	35	4	1	123
102	21	11	1	111
125	36	3	1	85
86	20	39	2	152
36	7	29	2	207
2	26	18	1	31
43	31	6	1	156
59	20	14	3	155
148	29	18	3	192
119	22	37	1	150
126	20	26	1	156
70	26	24	3	71
86	24	14	2	133
122	16	29	1	151
70	10	1	4	33
68	26	10	2	153
61	9	26	3	121
130	28	10	3	108
148	37	36	3	194
27	33	6	4	15
94	33	4	3	200
126	10	37	3	178
96	22	2	3	143
3	36	3	1	32
130	8	1	2	103
149	23	27	4	169
59	23	35	4	111
114	33	29	2	108
70	29	30	4	180
26	23	4	2	95
10	13	2	4	191
53	1	23	3	157
106	35	18	2	116
117	6	10	3	192
97	10	19	2	85
7	27	13	1	200
119	23	3	1	129
37	26	11	1	40
68	5	29	2	86
25	9	23	2	185
92	14	38	1	145
9	18	22	1	161
70	32	40	2	93
7	30	22	1	167
116	17	24	4	177
74	36	27	1	37
13	37	9	1	14
64	33	39	1	164
103	36	5	4	44
58	1	15	4	148
9	3	37	3	70
68	3	30	3	161
42	9	29	1	32
43	4	34	2	138
105	34	30	4	114
56	16	7	4	93
23	4	10	4	180
128	12	7	2	204
45	19	34	4	63
91	10	9	2	131
131	34	18	1	42
152	23	6	1	144
146	24	18	4	164
109	4	4	2	74
65	36	28	2	56
117	2	17	4	26
136	10	3	2	129
130	4	8	2	154
78	21	11	3	137
88	31	8	1	205
38	4	35	4	115
19	10	14	3	124
33	16	26	4	86
133	16	2	3	164
127	1	17	2	106
107	24	7	1	135
102	5	26	1	184
