width	height	diameter	season	manufacturer
57	39	18	1	155
66	27	16	1	102
104	26	27	2	63
61	29	33	3	189
49	6	37	3	16
27	12	41	3	130
89	40	15	1	26
27	26	14	4	111
115	32	17	3	158
66	17	26	4	50
118	8	17	1	97
9	34	39	2	48
38	24	3	1	115
88	38	27	4	23
106	8	10	1	94
40	5	27	3	126
148	39	21	3	185
55	18	4	2	136
136	3	25	3	69
2	5	33	1	140
118	38	7	2	89
70	2	22	1	109
24	13	14	1	22
30	29	2	4	55
121	14	12	1	168
129	7	27	3	116
74	20	15	1	25
68	16	28	4	11
71	28	36	4	107
103	37	36	3	202
5	36	39	4	41
12	4	38	1	101
67	7	14	4	79
71	11	35	1	118
13	29	23	1	13
91	4	18	3	178
58	30	22	4	115
96	41	40	1	176
1	2	31	1	117
44	9	19	1	173
133	20	9	3	178
7	34	21	3	142
118	2	36	4	84
77	23	13	1	73
39	21	9	4	189
106	5	20	1	67
150	12	34	2	164
61	33	39	2	166
117	32	4	4	150
76	2	6	3	123
52	32	30	1	156
87	15	23	1	92
112	8	9	2	182
93	32	40	1	181
39	9	15	3	141
75	12	25	1	182
23	1	40	3	156
102	27	35	1	63
88	5	31	1	131
112	11	13	3	132
61	8	13	3	200
120	4	39	4	92
43	20	3	2	30
125	10	34	4	89
10	23	6	3	64
41	4	36	4	98
119	7	3	2	137
137	40	26	3	158
137	2	40	3	142
113	28	41	1	72
81	4	26	3	159
56	30	33	4	200
105	41	10	4	89
34	9	20	3	64
118	30	2	1	15
13	41	17	1	146
139	9	34	4	32
126	14	24	2	64
85	10	16	2	136
129	31	16	2	198
126	14	10	4	61
131	24	40	2	175
85	4	5	3	161
121	29	29	3	177
93	10	2	1	173
124	40	37	3	130
127	39	13	3	198
145	7	14	2	160
105	38	2	1	66
54	7	7	4	188
56	9	20	4	204
147	5	18	3	61
82	1	1	1	46
103	19	10	2	69
103	8	21	1	32
62	29	16	2	52
2	22	5	2	102
141	29	5	3	154
126	30	32	1	43
38	31	24	2	104
85	30	29	4	187
150	7	6	2	184
52	5	35	4	36
115	20	19	1	79
33	17	14	1	24
140	28	14	4	122
147	12	33	1	48
116	22	34	4	100
7	2	23	3	182
8	39	40	2	108
64	41	25	1	206
120	33	16	4	139
62	17	41	3	162
25	27	39	2	187
121	5	7	1	199
151	8	28	3	101
127	23	29	2	184
81	35	33	2	146
45	40	26	3	49
24	23	18	1	205
128	12	25	4	189
97	17	3	1	105
7	12	21	1	154
1	17	9	2	196
121	14	21	4	113
96	28	38	1	143
118	29	33	4	191
10	8	33	2	143
47	8	4	1	179
30	38	38	4	89
66	10	31	4	154
98	15	7	2	173
149	28	20	1	108
6	41	19	4	106
26	25	4	1	66
59	12	2	1	101
69	8	38	1	168
68	25	40	1	54
33	6	28	4	155
88	9	17	1	21
133	24	32	2	62
25	35	13	3	144
129	25	33	4	151
73	39	10	3	52
1	19	16	2	180
64	3	29	3	116
97	18	24	2	126
114	1	4	3	166
151	5	6	2	27
58	21	15	1	170
150	36	10	2	14
53	20	6	3	205
29	16	4	4	72
64	11	12	3	107
68	32	20	2	179
44	38	30	4	124
104	32	3	2	25
142	39	14	4	66
131	21	33	3	170
151	10	38	2	176
6	41	20	2	76
68	17	29	1	172
56	17	16	1	80
58	3	1	1	135
118	35	24	3	132
5	15	12	3	78
40	41	25	4	202
31	3	8	4	160
12	23	12	4	188
135	24	7	2	7
45	24	31	1	155
8	29	3	2	183
97	11	25	3	135
39	26	30	4	201
139	36	6	2	116
33	37	36	3	144
106	4	27	1	130
80	24	35	2	21
85	25	6	1	164
43	1	17	2	96
62	37	37	1	190
97	40	39	1	4
135	28	25	1	18
51	26	40	2	13
27	8	27	2	165
72	31	40	3	137
127	16	41	2	177
98	15	9	2	170
126	24	18	2	103
50	29	33	2	16
31	33	6	1	74
122	30	32	3	78
89	13	34	4	9
60	10	37	1	188
47	32	29	4	56
41	36	6	3	153
41	8	35	3	49
8	3	36	4	94
118	33	39	2	8
7	13	39	1	121
108	3	40	1	132
66	14	3	4	133
123	27	23	3	67
70	17	23	1	194
135	3	34	4	166
28	8	19	2	116
9	11	33	2	38
101	4	38	1	120
109	28	38	1	152
35	40	18	2	178
128	24	21	4	133
128	15	14	2	31
145	35	22	2	32
72	39	41	2	174
96	33	34	1	52
75	15	27	1	124
145	12	6	3	130
33	7	29	2	116
10	38	24	2	73
125	38	2	3	197
41	38	41	2	28
40	19	20	1	109
133	27	24	4	164
58	22	16	4	84
35	22	5	1	109
32	2	24	1	194
73	14	1	1	20
96	24	38	1	75
9	32	40	1	181
33	8	22	3	9
90	17	28	3	135
22	24	37	3	198
55	32	41	1	149
32	20	15	2	14
71	27	22	1	15
75	31	22	4	132
88	3	19	1	120
87	21	8	3	110
27	28	16	3	16
40	36	10	2	123
144	23	27	2	130
44	20	15	2	63
102	13	29	4	26
66	4	13	3	168
126	14	25	2	195
99	19	40	3	91
81	39	38	2	61
29	29	36	1	159
46	18	37	2	24
79	11	3	4	200
113	22	14	4	162
73	17	3	3	45
66	40	3	4	6
150	25	31	3	75
114	3	7	2	90
79	23	8	1	119
66	27	10	3	16
120	16	38	3	197
132	11	10	4	117
39	32	29	1	47
37	25	1	2	23
149	16	14	4	117
33	18	4	2	25
151	24	1	3	53
46	26	19	4	36
136	15	23	1	149
78	37	25	4	147
88	18	35	3	20
2	39	16	3	128
33	41	8	3	160
91	17	17	2	103
111	4	6	3	148
125	12	1	1	151
99	29	23	2	206
46	40	20	4	113
15	4	35	1	189
88	1	11	3	99
79	22	17	1	132
97	7	39	4	178
140	30	21	4	169
56	3	25	2	127
44	1	19	4	117
149	36	2	2	144
113	21	19	4	139
146	15	37	1	66
15	5	18	2	132
19	38	38	2	115
89	16	11	3	102
14	39	4	4	145
27	28	26	4	52
25	22	24	3	161
91	32	20	4	203
8	35	25	3	93
38	10	38	3	130
137	21	35	3	119
81	14	39	3	202
149	23	22	3	192
16	33	30	4	92
32	28	23	1	69
9	17	18	3	62
137	14	9	3	50
139	19	28	1	77
55	10	26	3	181
2	3	3	3	176
90	38	15	2	9
143	19	15	4	58
19	31	29	4	28
51	38	40	1	199
99	21	17	1	202
102	8	40	1	51
94	1	40	4	128
115	29	2	4	120
18	16	41	3	160
123	11	21	1	156
131	21	28	2	130
130	39	4	4	126
117	15	16	3	181
112	6	9	2	107
136	5	40	4	89
97	25	30	4	108
19	37	12	3	137
70	30	31	1	179
149	2	9	3	194
119	34	37	3	114
11	17	40	1	129
93	4	37	1	116
144	1	31	4	37
114	36	40	4	143
117	39	15	3	49
128	4	23	3	130
115	25	18	3	144
13	11	20	4	198
4	37	29	4	58
12	24	5	4	158
137	15	16	4	111
6	18	15	4	136
51	19	27	4	81
129	9	14	4	203
73	18	8	4	150
138	29	26	3	174
87	29	18	3	81
98	13	28	2	146
29	32	1	4	75
67	15	19	3	132
40	25	19	4	90
146	35	16	2	5
106	27	4	2	203
141	36	31	3	201
47	4	18	2	165
71	21	31	1	178
40	33	21	2	44
14	2	19	2	128
141	32	25	1	192
97	41	5	1	165
19	26	22	3	206
57	31	14	4	16
16	10	30	2	173
136	18	19	1	203
28	31	32	2	86
58	29	18	2	86
27	39	2	2	33
116	9	10	2	156
119	35	38	4	147
141	36	6	3	143
31	33	20	3	100
109	19	13	2	123
15	35	32	3	111
111	30	27	4	18
62	38	11	4	158
70	12	19	4	193
151	31	10	2	179
18	23	3	3	144
71	16	10	1	10
44	27	36	3	69
7	15	35	1	73
104	7	13	2	137
34	29	12	4	180
98	28	14	3	46
62	35	40	3	7
95	38	29	2	81
90	33	27	4	139
27	4	26	4	105
127	26	3	3	170
9	39	9	2	204
34	1	32	1	21
99	32	13	3	140
88	36	15	3	123
42	17	20	3	18
63	9	9	3	165
96	5	16	3	117
109	10	17	4	144
64	7	8	3	127
21	37	4	2	2
136	17	5	4	108
44	15	32	2	115
130	18	22	1	113
113	4	38	1	202
150	9	14	3	63
109	8	36	2	33
128	8	23	3	120
17	18	7	3	125
13	36	4	3	126
117	6	9	1	31
17	17	3	2	179
134	4	41	3	150
86	31	30	4	187
124	28	31	3	17
53	40	35	3	87
30	9	24	1	107
8	33	23	2	138
147	8	31	4	147
148	39	36	3	128
99	33	17	2	164
127	25	9	2	142
125	12	26	4	188
74	30	40	4	183
138	14	6	3	48
10	21	25	1	171
109	29	1	2	161
84	26	4	4	118
64	13	5	1	173
81	39	15	2	121
52	33	2	3	190
4	2	30	3	205
30	29	4	2	196
141	20	27	2	174
4	35	3	2	155
40	23	33	3	99
24	28	10	1	120
104	14	20	3	50
95	24	33	1	161
11	10	32	1	156
80	17	12	1	153
73	35	13	1	6
41	39	36	2	108
29	5	31	3	77
28	40	17	2	41
57	7	20	4	67
99	14	14	2	143
46	6	8	2	206
118	2	16	1	106
15	25	20	4	192
113	3	32	2	195
57	38	18	4	106
67	20	11	1	179
101	41	35	2	137
21	24	18	3	87
66	34	6	3	177
86	13	36	4	1
119	36	24	4	115
54	25	6	1	89
55	10	19	3	206
110	28	10	2	143
138	26	37	3	76
109	35	2	3	176
89	28	31	1	80
89	41	19	1	116
69	3	7	1	193
121	35	16	2	40
124	26	4	4	183
54	1	36	4	156
21	3	2	2	99
75	3	41	3	204
82	4	32	2	66
42	8	8	2	191
3	9	10	1	127
85	11	20	3	2
57	10	5	3	134
143	20	30	1	144
99	38	13	4	187
30	5	18	3	123
110	29	28	3	184
69	8	5	3	8
105	35	25	4	156
28	28	16	2	151
27	26	23	1	154
135	4	5	3	84
58	16	19	4	61
70	10	4	2	155
131	2	2	1	143
84	23	28	2	43
115	21	34	1	50
25	23	37	4	168
75	39	20	4	11
92	39	7	3	137
53	10	10	4	147
2	32	17	3	191
69	4	19	4	64
7	1	37	1	105
3	20	16	4	182
128	8	24	3	195
26	2	38	2	49
149	32	15	2	191
83	11	18	4	146
36	2	30	4	89
47	39	23	2	142
147	28	27	1	45
71	13	40	1	152
86	38	18	3	204
92	5	38	2	204
44	27	25	1	68
116	11	30	4	94
86	8	15	3	172
75	25	26	1	104
46	37	3	3	92
65	1	11	1	139
2	30	17	1	170
63	32	40	2	108
31	30	32	4	92
27	5	17	1	43
5	11	8	4	51
23	21	14	4	65
7	36	37	1	156
98	1	34	4	119
15	11	23	1	20
37	36	36	3	151
38	34	1	3	170
27	34	15	2	29
72	23	21	2	71
105	27	22	2	124
102	37	14	4	196
16	21	18	3	26
59	23	23	2	97
62	41	15	2	117
75	25	8	2	45
7	26	6	1	130
44	21	5	4	8
103	16	5	2	163
89	24	9	3	33
64	21	38	1	183
51	39	12	3	89
35	35	39	3	182
58	22	8	2	198
88	31	13	4	107
29	11	23	1	197
19	35	11	2	109
102	36	16	1	93
107	37	41	2	188
132	40	14	1	140
88	11	37	2	206
38	7	38	2	179
147	36	17	3	42
78	40	30	3	66
147	29	18	2	3
145	8	25	2	109
77	15	20	1	135
68	33	22	4	33
42	25	18	4	115
89	1	36	2	119
30	15	32	4	25
26	8	39	4	104
129	6	9	3	38
10	12	3	1	170
64	12	4	2	168
9	3	19	2	10
128	32	13	1	90
130	20	24	1	47
122	1	8	2	91
145	12	17	1	178
62	19	11	4	10
123	5	32	1	99
11	34	27	1	28
104	17	22	2	157
148	8	28	1	146
21	34	10	1	96
47	41	18	3	198
8	18	25	2	149
53	41	9	4	91
39	19	10	4	6
42	11	10	3	158
82	7	39	4	155
139	12	1	4	146
126	11	33	3	79
56	24	25	2	190
107	34	30	3	93
121	40	21	3	98
86	12	40	1	141
106	10	16	1	191
61	41	6	3	87
113	9	34	3	112
22	40	32	3	88
65	27	34	1	100
70	9	14	3	173
137	17	12	1	115
35	3	31	1	79
54	6	6	4	36
16	3	28	4	73
103	13	31	4	129
76	6	28	4	78
82	6	11	3	143
71	19	17	2	150
38	25	41	4	136
139	39	8	1	97
132	19	22	1	100
142	16	39	1	89
39	14	8	3	173
109	31	22	1	168
107	2	2	3	92
145	28	27	3	51
133	2	33	4	88
55	30	31	4	200
40	4	35	3	173
101	12	26	1	68
13	1	24	2	60
20	20	11	4	192
130	22	17	4	191
55	27	12	4	175
23	13	31	2	92
77	11	40	4	84
98	19	5	1	25
92	23	16	4	178
102	18	31	4	148
83	13	4	1	139
136	24	27	4	140
54	29	33	3	135
134	17	2	2	140
126	41	30	4	67
128	35	2	2	154
27	37	13	2	121
69	36	31	1	26
94	35	6	4	124
31	8	6	1	46
6	11	3	2	126
54	41	17	1	111
76	11	25	4	154
43	10	39	1	115
30	26	4	1	48
115	31	18	1	131
50	16	36	2	132
94	26	3	3	114
58	28	27	1	136
32	40	24	4	64
106	18	15	3	63
64	1	26	4	201
39	34	34	3	175
82	35	13	3	128
106	16	35	3	54
2	39	14	2	162
147	22	3	1	150
123	8	11	3	25
146	25	18	2	112
144	13	18	3	123
138	39	4	2	52
151	39	38	2	152
54	35	24	2	44
45	29	39	3	190
29	5	12	1	118
75	13	16	4	50
117	21	23	1	45
132	33	26	3	132
115	8	1	3	146
61	32	20	2	145
45	17	25	2	126
103	8	31	4	184
71	29	31	1	28
37	14	7	1	61
26	28	3	4	186
135	27	40	3	96
20	4	31	2	76
67	16	31	3	82
118	29	2	1	34
114	18	30	3	88
118	6	27	1	198
81	15	1	1	1
105	7	11	3	175
61	7	24	4	70
23	6	30	1	134
59	10	38	3	122
2	11	11	3	79
119	25	23	3	127
139	39	17	3	79
124	2	13	4	198
49	19	5	1	169
4	19	12	4	40
55	25	18	1	18
119	29	8	4	144
99	32	6	1	192
45	20	34	2	81
70	37	24	2	68
18	38	34	2	39
93	24	24	3	88
97	9	36	4	5
33	39	28	4	77
61	11	10	2	75
63	41	41	3	181
127	39	15	2	29
90	5	15	4	166
25	28	25	2	15
89	37	29	3	92
63	30	25	1	191
44	5	11	1	9
106	31	26	3	108
103	20	18	3	165
4	41	21	3	151
142	36	33	4	156
33	16	37	3	186
123	31	13	2	163
65	14	5	1	182
21	40	18	1	176
59	16	38	4	168
119	2	35	2	130
113	11	19	4	180
107	35	18	4	82
29	18	2	1	115
122	6	37	2	129
49	39	39	3	179
2	29	19	3	50
16	8	33	2	134
29	9	4	4	140
9	41	26	2	54
116	25	28	2	152
133	24	13	2	79
33	20	32	4	154
117	18	7	1	131
101	12	35	3	43
137	1	7	4	143
10	38	13	2	172
103	26	35	2	189
13	19	12	4	79
117	13	8	2	144
5	27	33	3	119
73	23	20	4	90
133	26	17	2	161
119	39	4	2	183
60	38	38	2	77
120	17	29	3	176
70	36	10	4	190
110	28	6	2	201
66	40	41	2	200
151	10	9	3	194
48	8	15	4	66
5	8	35	1	193
33	34	28	4	113
107	38	25	3	175
62	41	9	1	136
14	19	15	2	60
67	13	2	3	35
40	5	19	4	137
144	22	8	1	88
10	13	8	3	102
41	8	16	2	148
114	29	36	1	144
52	23	1	1	62
113	29	21	3	57
70	6	32	2	116
115	8	17	2	176
125	7	13	3	195
84	37	7	2	181
98	26	40	4	76
124	27	30	1	42
120	34	13	1	206
99	8	38	2	2
101	16	39	3	179
121	15	22	4	148
78	41	3	1	136
66	20	35	3	39
141	2	28	3	199
104	40	34	3	38
141	30	39	4	176
64	37	7	1	169
28	39	7	1	82
89	11	21	1	155
110	15	39	1	79
1	26	31	3	99
20	38	31	3	144
69	38	28	3	127
123	37	36	3	120
45	13	15	4	158
92	11	10	4	190
37	24	3	1	119
128	17	11	3	108
109	34	26	3	66
75	19	27	4	8
106	1	13	1	38
1	8	22	4	162
28	37	37	3	3
120	12	26	2	169
56	7	14	4	118
71	7	16	1	48
19	29	21	3	143
111	8	4	1	152
93	15	20	4	91
45	8	27	1	172
89	19	28	4	180
25	37	32	2	45
76	25	32	4	27
113	1	11	3	206
3	34	13	3	170
133	32	16	1	136
43	28	4	2	92
41	40	11	1	107
34	8	25	2	151
23	35	41	4	101
78	10	4	3	166
97	10	37	1	83
76	27	14	1	10
79	19	23	1	150
67	14	39	4	153
128	6	8	2	50
51	13	14	2	159
29	2	14	2	170
68	9	3	2	21
42	4	12	1	159
4	14	22	1	168
69	25	4	3	67
120	41	37	2	166
20	26	22	1	171
37	11	12	4	96
65	4	41	2	175
36	32	5	2	128
125	32	13	1	138
76	30	20	4	42
134	14	1	3	164
141	16	35	4	85
42	34	2	2	198
116	18	5	4	52
27	25	10	1	153
42	31	38	1	165
81	34	40	3	5
148	35	13	2	194
108	34	37	2	68
23	31	11	1	8
92	6	16	1	203
18	24	23	2	7
24	2	27	4	52
68	8	1	4	202
148	4	27	1	169
97	19	40	1	191
87	17	8	3	138
25	35	32	1	182
53	5	19	2	171
131	21	11	2	152
102	5	14	1	97
65	35	21	3	187
135	9	17	4	202
109	9	31	3	132
145	15	10	4	39
122	37	39	4	162
148	3	23	2	49
80	18	18	1	179
79	35	16	2	141
14	6	5	1	71
125	25	29	1	129
124	16	19	3	24
51	14	10	2	204
22	36	6	1	112
116	3	40	3	45
8	36	10	3	167
7	35	8	3	72
77	8	20	3	152
27	7	41	2	171
133	13	38	1	177
69	22	21	1	19
30	29	23	1	172
90	19	13	3	172
35	36	19	4	41
128	28	1	1	137
7	1	27	2	6
38	23	8	2	96
113	36	24	4	159
120	29	19	4	127
82	35	2	3	170
138	25	2	1	39
117	22	1	4	8
105	36	29	4	93
87	20	37	2	140
95	20	14	3	70
103	17	16	1	76
78	1	22	1	72
74	6	38	3	77
64	28	20	2	60
26	26	19	2	162
95	24	21	4	111
144	5	6	4	134
50	38	21	1	192
117	5	36	1	153
146	13	10	4	178
137	14	41	3	175
103	7	15	4	84
21	30	25	1	160
39	36	21	3	90
20	14	18	3	202
30	4	35	4	191
109	40	39	1	165
45	28	20	1	140
56	29	38	1	167
4	24	34	2	85
7	8	5	4	14
35	16	8	1	56
136	10	32	3	121
45	7	9	4	134
131	24	41	1	174
102	9	20	2	112
120	17	11	3	82
91	18	19	2	19
111	31	19	1	119
97	21	22	1	127
99	17	25	4	205
11	25	4	4	45
133	33	30	3	27
85	3	32	4	120
65	17	5	4	158
42	31	10	3	45
25	23	21	4	179
75	28	4	1	24
112	41	41	1	202
5	33	40	4	105
9	9	9	2	134
74	41	40	3	164
85	5	37	2	201
62	10	9	4	97
121	31	14	3	160
6	8	21	4	170
29	27	29	1	45
134	12	27	4	50
127	33	6	1	35
45	7	12	3	163
57	15	16	2	145
50	29	1	3	62
86	11	6	4	176
18	10	5	1	88
37	14	31	1	67
82	6	26	2	87
57	6	29	3	192
3	26	4	3	122
113	21	11	4	66
74	18	10	3	202
29	3	25	1	113
12	24	12	4	151
62	16	29	2	94
24	5	38	3	55
84	14	34	3	100
135	26	13	2	111
22	14	3	3	195
74	13	34	4	103
91	22	28	3	60
40	11	41	3	184
130	21	26	3	139
78	34	12	1	84
22	11	4	4	169
8	38	35	1	101
110	15	11	4	168
51	7	5	2	169
111	1	26	2	160
6	28	3	4	81
37	32	35	1	176
76	14	24	4	26
89	6	17	1	162
18	36	27	3	205
72	5	33	2	180
143	24	5	3	113
116	34	12	3	40
66	31	3	1	72
80	28	12	2	203
140	15	7	3	176
50	12	14	1	200
143	18	34	2	104
103	30	12	1	6
10	18	25	1	127
140	5	39	2	136
32	10	36	3	139
81	28	41	2	3
76	12	25	3	60
78	34	30	3	191
95	13	41	4	39
41	33	38	4	197
47	6	27	3	161
127	6	22	3	117
87	13	36	4	120
139	17	17	4	167
52	6	8	1	155
110	39	22	1	126
72	28	36	1	19
10	7	7	4	160
72	18	14	1	166
5	7	22	2	188
16	19	33	2	167
79	28	17	1	130
57	37	19	4	42
69	5	27	3	152
43	35	11	1	152
11	23	31	3	137
116	1	10	1	131
90	32	4	3	205
137	4	6	2	149
128	8	9	1	176
148	28	25	2	75
82	4	24	4	199
125	11	23	4	52
135	8	33	3	189
100	1	1	1	88
62	28	19	3	85
106	32	23	1	81
19	31	28	2	194
13	32	10	2	114
49	26	36	2	175
48	2	10	3	163
46	37	21	3	199
78	40	39	4	197
63	9	27	1	184
23	31	29	1	139
86	13	17	1	40
107	1	31	4	145
86	28	38	3	137
102	37	10	4	137
94	34	13	1	16
149	11	11	1	38
140	12	12	4	12
134	28	13	3	96
115	20	23	1	192
46	41	25	4	65
9	27	28	2	20
88	25	39	2	121
83	1	35	3	79
101	28	32	1	163
102	16	3	3	111
93	23	13	2	119
18	9	15	4	193
129	13	10	2	158
49	31	2	2	173
128	2	37	1	153
142	35	1	4	167
56	10	18	2	11
24	2	37	2	19
37	12	21	4	126
129	2	25	2	76
66	14	33	3	122
26	9	18	3	50
78	37	27	4	100
8	41	24	1	156
1	35	30	2	197
97	24	8	3	177
25	40	19	3	206
131	21	32	2	158
36	16	35	2	81
93	25	5	1	57
1	17	5	2	78
92	7	17	3	201
2	38	21	2	144
2	21	21	4	77
120	33	37	1	133
145	13	8	1	111
53	26	22	1	136
18	15	35	2	191
148	2	41	1	141
25	11	15	2	46
23	6	13	3	105
130	23	21	1	185
104	12	12	4	177
95	4	15	1	112
100	24	26	4	34
65	1	8	3	104
40	7	33	3	5
122	23	3	1	174
136	7	11	3	52
67	13	12	3	134
49	37	20	1	36
89	26	29	4	55
5	20	37	2	91
104	14	17	1	152
64	23	28	1	112
80	28	11	1	156
41	28	3	1	35
14	22	13	4	67
32	37	41	4	40
82	16	7	4	140
75	24	29	2	196
25	23	38	4	198
13	25	23	2	190
19	40	39	2	54
25	22	5	4	12
130	9	40	1	57
102	33	18	2	168
26	23	3	1	148
38	5	23	2	110
2	7	41	2	205
139	11	24	3	35
30	7	32	4	74
124	20	13	4	165
64	1	26	3	194
100	11	15	2	98
20	5	2	3	167
74	3	36	2	204
3	25	39	3	74
41	21	17	2	80
61	25	16	3	134
97	15	35	1	206
21	26	23	1	104
20	40	24	2	147
78	5	1	3	53
102	13	29	3	59
148	41	21	1	85
146	18	25	4	156
50	3	8	2	165
34	10	14	1	48
68	29	16	1	53
109	28	35	3	119
145	36	6	2	50
126	8	25	2	145
71	25	6	1	184
117	25	1	3	183
50	12	28	4	148
33	13	23	1	172
56	17	21	1	178
17	27	4	1	155
146	41	32	4	85
71	28	21	1	33
41	22	26	2	206
148	25	15	2	30
72	33	2	4	194
138	13	2	4	166
32	19	5	1	110
16	32	19	2	102
87	6	18	1	199
132	10	32	3	153
95	40	15	4	8
17	28	38	4	69
139	3	30	3	130
25	30	7	2	177
124	7	21	4	191
18	26	35	3	199
50	14	2	4	95
50	35	22	4	33
27	11	3	3	157
47	23	18	2	170
110	18	15	2	109
50	31	36	1	65
52	29	40	2	89
106	5	1	3	45
113	5	11	1	199
36	14	18	4	155
110	20	37	1	68
74	6	33	4	99
26	36	27	1	27
113	16	27	2	96
45	39	4	2	205
3	38	40	2	52
23	18	38	4	28
113	9	30	2	109
60	40	39	1	68
4	23	25	3	192
88	3	32	4	155
113	9	5	4	167
56	23	17	1	97
115	34	17	2	69
9	39	25	3	162
105	37	3	3	173
110	8	32	1	84
58	41	28	2	46
106	36	6	2	91
16	7	21	2	96
120	17	39	1	196
48	28	17	2	123
67	24	26	2	126
113	23	37	1	48
15	40	16	1	197
141	8	2	4	188
98	7	2	1	176
140	37	18	4	154
117	15	5	3	197
23	26	9	2	130
75	16	33	3	35
132	32	41	3	95
19	39	9	2	162
142	13	11	4	151
123	11	18	2	193
73	8	25	3	146
114	20	15	2	182
18	41	9	1	46
119	10	28	4	156
114	15	35	1	179
59	11	13	3	188
57	1	39	3	40
100	3	3	4	4
59	21	38	4	7
87	32	19	4	115
78	7	25	3	133
12	13	32	1	120
132	19	23	2	111
139	13	16	2	128
117	16	40	1	17
123	13	1	1	18
41	1	13	1	171
6	20	34	2	158
64	28	32	4	177
28	15	11	3	101
141	12	35	4	187
4	10	3	1	1
90	33	2	1	46
54	4	11	4	186
5	31	2	3	204
130	6	37	1	12
95	36	29	3	63
88	40	5	1	90
116	31	6	2	157
53	17	35	4	164
120	31	34	1	146
109	2	27	2	36
36	5	26	1	178
49	20	7	2	81
130	13	3	4	136
16	14	30	4	170
66	38	1	2	75
149	20	6	1	69
67	33	37	2	188
93	23	6	4	87
92	24	41	2	196
102	9	12	4	126
102	39	40	1	4
52	21	9	4	103
18	23	34	4	154
129	29	9	1	55
105	15	22	4	149
109	34	16	3	84
14	18	9	4	159
63	34	20	4	105
13	11	29	1	90
104	1	13	2	189
35	11	7	1	53
90	33	20	4	82
12	4	7	3	23
76	12	16	2	132
67	5	33	4	97
139	22	6	4	190
76	14	30	2	181
53	30	28	2	195
148	22	18	4	118
77	21	7	2	150
44	34	17	2	119
120	28	3	3	201
10	23	1	1	141
77	29	2	4	136
43	4	9	4	153
89	23	22	3	195
51	6	39	1	118
121	11	2	3	138
10	10	27	3	23
91	5	6	4	82
113	35	15	3	183
85	22	37	2	34
98	1	29	3	107
48	28	16	1	43
101	6	5	1	198
135	41	1	4	158
25	4	21	1	104
37	4	12	4	120
76	35	35	2	38
72	22	8	2	199
21	6	16	3	196
92	34	38	2	57
36	24	38	4	184
1	28	5	2	167
53	16	24	2	112
55	33	5	4	101
41	26	28	3	37
71	20	37	3	61
100	6	23	1	159
11	24	3	1	196
130	18	4	3	151
96	17	14	1	165
107	32	32	2	149
22	16	36	4	87
17	3	39	4	190
35	8	24	4	136
53	8	12	3	184
41	32	4	2	195
25	33	9	3	195
127	22	4	1	157
150	30	22	1	27
26	14	39	1	166
85	13	4	3	176
65	13	29	2	168
23	22	7	4	109
115	25	23	3	200
51	18	32	1	128
125	25	4	4	143
6	5	26	2	78
46	5	29	2	133
68	23	36	3	14
124	12	31	2	20
51	23	13	3	74
94	15	33	4	161
116	17	38	1	2
107	23	18	4	9
49	31	29	1	49
129	29	33	1	140
116	34	23	3	38
111	10	35	1	78
120	39	36	1	171
44	7	12	2	94
111	6	32	2	187
16	19	24	4	55
127	36	24	4	82
42	2	41	2	70
88	38	7	1	15
148	26	41	1	158
5	21	6	3	135
53	3	24	2	129
45	9	22	1	3
82	1	37	3	197
8	1	41	3	169
136	32	34	3	195
116	15	25	3	49
66	3	19	3	142
140	37	24	4	57
46	10	35	1	184
30	1	22	1	60
77	40	34	1	195
150	29	7	2	133
111	14	32	3	206
122	41	1	4	179
61	25	26	4	71
12	15	34	3	117
94	19	3	2	27
23	3	23	2	74
64	21	20	2	57
54	29	6	3	73
5	39	22	4	59
92	27	37	3	200
142	1	5	2	148
122	23	41	4	149
14	16	9	3	197
149	28	27	4	181
79	31	7	2	201
72	16	41	1	155
98	20	24	1	93
119	31	5	1	41
139	38	31	1	145
44	5	13	3	96
134	18	30	2	142
36	8	19	2	146
13	9	35	3	118
79	23	26	3	168
137	40	7	2	173
101	31	34	2	59
145	20	37	3	127
79	26	3	1	7
40	16	41	2	74
89	26	5	1	142
57	31	4	3	196
32	17	12	4	156
40	10	36	4	140
5	5	41	3	94
88	10	37	3	57
10	39	32	4	97
52	3	38	4	173
86	17	23	2	174
4	5	30	4	6
82	22	22	2	19
43	26	38	2	91
150	27	36	3	140
129	36	17	1	144
109	18	27	1	126
134	40	35	2	84
57	33	1	2	191
64	35	31	1	32
5	25	7	3	121
14	7	19	3	74
146	36	14	3	129
51	12	3	2	206
65	15	22	2	106
59	18	17	2	71
23	31	31	2	127
2	6	40	3	84
140	40	30	3	170
126	16	15	3	93
118	29	39	2	38
42	3	24	2	164
103	17	12	2	152
31	12	9	1	87
133	8	23	4	98
15	40	37	1	201
13	4	12	1	121
49	3	39	2	171
88	22	13	1	129
96	27	7	1	155
151	4	13	2	200
47	39	27	2	141
2	16	41	3	149
50	35	28	1	96
53	41	37	1	25
45	3	17	2	179
71	8	37	4	163
9	9	13	4	199
27	19	23	1	76
122	33	9	1	95
72	39	7	1	168
27	32	1	2	151
120	10	23	1	149
109	2	31	2	38
97	39	40	2	54
104	15	22	3	104
48	27	6	3	181
95	26	17	2	98
131	8	15	1	195
36	13	33	3	153
81	17	4	2	204
11	2	20	1	50
